Domain;Phylum;Class;Order;Family;Genus;Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF01s2;MCF01s3;MCF01s4;MCF01s5;MCF01s6;MCF01s7;MCF02s1;MCF02s2;MCF02s3;MCF02s4;MCF03s1;MCF03s2;MCF04s1;MCF04s2;MCF05s1;MCF05s2;MCF06s1;MCF06s2;MCF06s3;MCF06s4;MCF07s1;MCF07s2;MCF07s3;MCF08s1;MCF08s2;MCF08s3;MCF09s1;MCF09s2;MCF09s3;MCF10s1;MCF10s2;MCF11s1;MCF11s2;MCF11s3;MCF12s1;MCF12s2;MCF12s3;MCF13s1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus crassostreae;0;0;0;0.0001;0;0.0004;0;0.0003;0;0;0.0032;0.0001;0;0;0.0006;0;0.0002;0.0005;0;0.0031;0.0004;0;0.0001;0.0003;0.0001;0.0019;0.0006;0.0001;0.0002;0.0003;0.0009;0;0.0028;0.001;0.003;0;0.0005;0.0035;0.006;0.0007;0.0402;0.0001;0.0098;0.1207;0;0.0001;0.0051;0.0026;0.004;0.0095;0.0145;0.0019;0.0016;0.001;0.0001;0;0.001;0.0001;0.0031;0.0027;0;0.0157;0.0001;0.0557;0.0056;0;0;0.0013;0.0115;0;0;0.0045;0;0.0068;0.0024;0.0006;0;0.0012;0;0.0002;0.002;0;0;0;0.0004;0;0;0;0;0;0.0003;0;0;0.0015;0.0001;0;0.0089;0;0;0.0002;0;0.0007;0;0.0001;0.002;0;0.0001;0;0.0003;0.0002;0.0001;0;0.001;0.0003;0.0001;0;0.0017;0;0.0004;0.0011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus donghaensis;0;0;0;0;0;0;0;0;0;0;0.0002;0.0001;0;0;0.0003;0;0;0.0002;0;0;0;0.0001;0;0.0001;0;0;0;0;0;0;0;0;0.0001;0.0002;0.0003;0;0;0.0007;0;0.0001;0.0029;0;0;0;0;0;0;0;0.0001;0.0005;0.0008;0.0001;0;0;0;0;0.0002;0;0.0001;0.0001;0;0.0007;0;0.007;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0001;0;0;0.0008;0;0;0;0;0;0.0001;0.0001;0.0001;0;0;0;0.0003;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus durus;0;0;0;0;0;0.0007;0;0;0;0;0.0003;0.0001;0;0;0.0001;0;0.0001;0.0012;0;0.0024;0;0.0006;0;0.0001;0;0.0008;0;0.0002;0;0;0;0;0;0.0001;0.0017;0;0;0.0028;0.0009;0.0011;0.0205;0;0.0016;0.0983;0;0;0;0.0001;0.0006;0.0002;0.0016;0.0002;0.001;0.0005;0.0001;0.0004;0;0;0.001;0.0003;0;0.0008;0;0.0384;0;0;0;0;0.002;0;0;0.001;0;0.002;0.0019;0;0;0.0009;0.0001;0.0001;0.001;0;0;0;0;0;0;0;0;0;0.0001;0.0001;0;0;0;0;0;0;0;0.0002;0;0.0003;0.0001;0;0;0;0;0;0;0;0.0002;0;0.0001;0.0001;0;0;0.0009;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus graminis;0;0;0;0.0001;0.0002;0.0001;0;0.0001;0;0;0.0002;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0002;0.0003;0;0;0;0;0;0;0;0;0;0;0.0002;0.0004;0;0.0035;0;0;0;0;0;0.0011;0.0002;0.0003;0;0.0007;0.0009;0.0004;0.0001;0;0;0.0005;0;0.0002;0.0015;0;0;0;0.0024;0.0002;0;0;0.0002;0.0008;0;0;0;0;0.001;0.0016;0;0;0;0;0;0.0001;0;0;0.0002;0.0001;0.0002;0;0;0;0;0.0001;0;0;0.0003;0;0;0;0;0.0001;0;0;0.0001;0;0;0.0008;0;0;0;0;0.0001;0;0;0.0001;0.0001;0;0;0.0003;0;0.0001;0.0002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus kribbensis;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0009;0;0;0.0001;0;0;0;0;0;0;0;0.0001;0.0003;0;0;0.0002;0;0;0.0013;0.0001;0.0005;0;0;0.0002;0.0012;0;0;0;0.0006;0;0;0;0.0002;0.0001;0.0014;0.0002;0.0017;0;0.0005;0;0;0;0.0002;0;0.0003;0.0001;0;0;0;0.003;0;0;0;0.0001;0.0051;0;0;0;0;0.0003;0.0019;0;0;0.0007;0;0;0.0001;0;0.0003;0.0012;0.0005;0.0011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0003;0.0001;0.0001;0;0.0002;0;0;0;0;0;0.0001;0.0003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae;0.013;0;0;0.0001;0.0003;0;0;0.0005;0;0;0.001;0.0001;0;0;0.004;0;0;0.0007;0;0.0018;0.0004;0;0.0001;0.0002;0;0.0016;0;0;0.0001;0.0002;0;0;0.0009;0.0014;0.0032;0;0;0.0013;0.0007;0.001;0.0122;0.0001;0.0088;0.1035;0;0.0001;0.0011;0.001;0.0034;0.002;0.0044;0.0009;0.0008;0.0005;0;0;0.0011;0;0.002;0.0001;0;0.016;0;0.0446;0;0.0016;0;0.0003;0.0161;0;0;0.0034;0;0.0045;0.0249;0;0.0014;0.0002;0;0;0.0004;0;0;0;0;0;0;0;0;0;0.0001;0.0002;0;0.0005;0.0002;0;0;0;0;0.0007;0;0.0001;0;0.0001;0.004;0;0;0;0;0.0001;0;0.0003;0.0024;0.0001;0.0001;0;0.0014;0;0.0004;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus mucilaginosus;0;0;0;0;0.0001;0.0001;0;0;0;0;0.0007;0;0;0;0.0006;0;0;0.0009;0;0;0;0;0;0.0001;0;0.0001;0.0001;0.0001;0.0001;0;0;0;0.0001;0.0005;0.0003;0;0.0005;0.0007;0;0.0004;0.0071;0.0001;0.0004;0.0242;0;0.0001;0.0001;0.0005;0.0006;0.0014;0.0019;0;0.0001;0.0005;0;0.0003;0.0004;0;0.0006;0.0001;0;0.0026;0;0.003;0;0;0;0.0001;0.0027;0;0;0;0;0.0002;0;0;0;0.0005;0;0.0001;0;0;0;0.0001;0.0002;0;0;0;0;0;0.0003;0;0;0.0006;0.0001;0;0;0;0;0.0001;0;0;0;0;0.0002;0;0;0;0;0.0002;0;0;0.0002;0;0;0;0.0006;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus naphthalenovorans;0;0;0;0.0001;0.0003;0.0001;0;0.0001;0;0;0.0014;0.0001;0;0;0;0;0.0002;0.0001;0;0;0;0.0005;0;0;0;0;0;0;0;0.0001;0;0;0;0.0003;0.0014;0;0;0;0;0.0002;0.0095;0.0001;0;0;0;0;0.0002;0.0005;0.0004;0.0011;0.0012;0;0.0002;0.0003;0;0;0.0001;0;0.0004;0;0.0001;0.0009;0;0.0033;0;0;0;0;0.0046;0;0;0;0;0;0.0086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0004;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus odorifer;0;0;0.0001;0;0;0.0013;0;0.0002;0;0;0.0007;0;0;0;0.0009;0;0;0.0005;0;0.0007;0;0;0;0;0;0.0002;0.0003;0.0001;0;0.0001;0;0;0.0004;0.0002;0.0001;0;0;0.0005;0.0016;0;0.0036;0.0001;0.0009;0;0;0.0002;0.0007;0.0016;0.0005;0.0014;0.0026;0.0005;0.0004;0.0011;0;0;0.0004;0;0.0006;0;0.0001;0.0146;0;0.0063;0;0;0;0;0.0009;0;0;0.0002;0;0.0011;0;0;0.0001;0.0001;0.0001;0;0.0001;0;0;0.0001;0.0003;0.0001;0;0;0;0;0.0001;0;0;0.0001;0.0001;0;0.0001;0;0;0;0;0;0.0004;0.0001;0.0006;0;0;0;0;0.0002;0;0;0.0001;0.0001;0;0;0.0015;0;0.0007;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus peoriae;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0.0003;0;0;0;0.0006;0;0;0;0.0011;0;0;0;0;0.0007;0;0;0;0;0;0;0.0001;0.0015;0.0004;0.0003;0;0.0021;0.0002;0.0001;0.0001;0;0;0.0006;0;0.0002;0;0;0.0118;0;0.0229;0.0002;0;0;0.0003;0.0099;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0.0001;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0.0003;0;0.0001;0;0.0001;0.0004;0;0;0;0;0.0001;0;0;0;0;0.0001;0;0.0002;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus polymyxa;0;0;0;0.0001;0;0;0;0;0;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0;0;0.0002;0;0;0;0;0;0;0;0.0002;0.0003;0;0;0.0002;0.0005;0.0003;0.0161;0;0;0;0;0;0;0;0.0001;0;0.0003;0;0;0.0001;0;0.0013;0;0;0;0;0;0.0003;0;0.0032;0;0;0;0.0001;0.0022;0;0;0.0002;0;0;0.0021;0;0;0.0007;0;0;0.0003;0;0;0;0;0;0;0;0;0.0001;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus riograndensis;0.0066;0;0.0001;0.0001;0;0;0;0.0012;0;0;0.0011;0.0001;0;0;0.0013;0;0.0001;0.0004;0;0.0019;0.0005;0;0;0.0001;0;0.0011;0;0.0002;0.0001;0.0007;0;0;0.0003;0.0004;0.0016;0;0.0006;0.0007;0.0048;0.0038;0.0031;0;0.0057;0.0397;0;0;0.0052;0.0009;0.0021;0.0116;0.0049;0.0008;0.0007;0.0005;0;0.0009;0.001;0;0.0028;0.0001;0.0001;0.0154;0.0001;0.0543;0;0.0004;0;0.0004;0.0247;0;0;0.0009;0;0.0051;0;0;0;0.0028;0;0.0001;0.0004;0;0;0.0009;0;0.0009;0;0;0;0;0.0001;0.0001;0;0;0;0;0.0001;0;0;0.0011;0;0.0004;0;0;0.0005;0;0;0;0;0.0006;0;0;0.001;0.0004;0.0001;0;0.0004;0;0.0003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sabinae;0;0;0;0.0001;0;0.0003;0;0.0003;0;0;0.0006;0.0001;0;0;0.004;0;0;0.0005;0;0.0004;0.0003;0;0;0;0;0.0014;0;0.0005;0;0.0001;0;0;0;0.0011;0.0018;0;0;0.0005;0.0008;0.0002;0;0;0.0006;0.0795;0;0;0.0032;0.0006;0.0005;0.0021;0.0088;0.0015;0.0004;0.0002;0;0.0004;0.0001;0;0.0005;0;0;0.0009;0.0001;0.0049;0;0;0;0;0.0079;0;0;0.0007;0;0.0049;0.0255;0;0;0.0016;0;0;0.0004;0;0;0;0;0;0;0;0;0;0.0001;0.0001;0;0;0.0002;0;0;0;0.0001;0.0012;0;0.0002;0.0001;0;0.0026;0;0;0;0.0001;0.0002;0.0001;0;0.0005;0;0;0;0.0002;0;0.0003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp;0;0;0;0;0.0007;0.0002;0;0;0;0;0.002;0.0004;0;0;0.0044;0;0;0.0008;0;0.0003;0.0005;0.0006;0;0;0;0.001;0;0.0001;0;0.0005;0;0;0.0004;0.0005;0.0053;0;0;0.0002;0.0006;0.0032;0.0103;0.0001;0.0036;0.1894;0.0256;0;0.0008;0.0046;0.0013;0.0031;0.0038;0.0018;0.0027;0.0005;0.0002;0.0003;0.0002;0;0.0006;0.0002;0.0001;0.0029;0;0.0478;0.0019;0.0004;0.0004;0.0005;0.0025;0;0;0.0075;0;0.0006;0.0031;0.0001;0.0001;0.0002;0.0001;0;0.0006;0;0;0.0004;0;0.0003;0;0.0001;0;0.0008;0.0001;0;0;0.0002;0.0001;0.0001;0;0;0.0001;0.0009;0;0.0003;0.0003;0.0001;0;0;0;0;0;0;0;0;0.0001;0.0001;0;0;0.0053;0;0.0001;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus stellifer;0;0;0;0;0;0;0;0.0005;0;0;0.0004;0;0;0;0.0009;0;0;0;0;0;0;0.0001;0;0;0;0.0006;0;0.0001;0;0.0004;0;0;0;0.0001;0.0013;0;0;0.0003;0.0059;0.0004;0.0175;0.0001;0.0006;0.0062;0;0;0.0018;0.0007;0.0004;0.0017;0.0275;0.0011;0.0013;0.0008;0;0;0.0007;0;0.0001;0;0;0.0005;0;0.0243;0;0;0;0.0001;0.001;0;0;0.0002;0;0.0008;0.002;0;0;0.0004;0;0;0;0;0.0001;0.0013;0.0008;0.0005;0;0;0;0;0;0;0;0.0004;0.0002;0;0;0;0;0;0;0;0.0008;0;0.001;0;0;0;0.0001;0;0;0;0.001;0;0;0;0.0004;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus swuensis;0;0;0;0;0;0;0;0.0003;0;0;0.0005;0;0;0;0.0011;0;0;0;0;0;0;0;0;0;0;0.0002;0.0001;0.0001;0;0;0;0;0;0;0.0002;0;0;0.0002;0.0006;0;0.0049;0.0002;0;0.007;0;0;0.0004;0.0003;0;0;0;0;0;0;0.0001;0;0.0011;0;0;0;0.0002;0.0003;0.0001;0.0017;0.0007;0;0;0.0001;0.0012;0;0;0.0014;0;0;0;0;0;0;0.0001;0;0.0015;0;0;0;0;0;0.0003;0;0;0;0;0;0;0.0011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0016;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terrae;0;0;0;0;0;0.0001;0;0.0004;0;0;0.0025;0.0001;0;0;0.0014;0;0;0.0005;0;0.0015;0.0018;0.0002;0;0.0001;0.0001;0.0007;0;0.0001;0;0.0003;0;0;0.0004;0.0001;0.0009;0;0;0.0018;0.0011;0.0017;0.0081;0;0.0021;0.0459;0.0151;0;0.0022;0.0007;0.0013;0.002;0.0134;0.0011;0.0007;0.0006;0;0;0.0002;0;0.0006;0;0;0.0005;0;0.0028;0.0001;0.0005;0.0005;0.0001;0.0068;0.0058;0;0.0034;0;0.0069;0.0368;0.0001;0.0002;0.0001;0.0001;0;0.0004;0;0;0.0008;0.0001;0.0001;0;0;0;0;0.0001;0;0;0.0001;0;0;0;0;0;0.0002;0;0.0002;0.0003;0;0.004;0;0;0;0.0001;0.0001;0;0;0.0011;0.0001;0.0001;0;0.0006;0;0.0003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus xylanexedens;0;0;0.0001;0;0;0.0004;0;0.0002;0;0;0.0003;0.0001;0;0;0.0005;0;0.0002;0.0006;0;0.0017;0.0003;0;0;0;0;0.0009;0;0.0002;0.0002;0.0002;0.0001;0;0.0002;0.0004;0.0009;0;0;0.0004;0.001;0.0007;0.0386;0;0.0087;0.0049;0.0026;0.0003;0.001;0.0008;0.0017;0.008;0.0039;0.0005;0.0004;0.0005;0;0.0003;0.0008;0;0.0015;0.0001;0;0.0088;0;0.0183;0.0022;0;0;0.0001;0.0092;0.0013;0;0.0024;0.0001;0.0017;0.0063;0.0001;0;0.0001;0;0;0.0002;0;0.0001;0;0.0003;0.0009;0;0;0;0.0001;0.0001;0.0001;0;0.0014;0;0;0;0;0;0.0001;0;0;0;0.0001;0.0004;0;0;0;0;0.0002;0;0;0;0;0.0001;0;0.0003;0;0.0001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus yonginensis;0;0;0;0;0.0001;0;0;0.0001;0;0;0.0003;0.0002;0;0;0.0017;0;0;0.0008;0;0;0;0.0001;0;0.0001;0.0001;0.0005;0.0006;0;0;0.0001;0.0001;0;0.002;0.0008;0.0004;0;0;0.0054;0.0008;0.0013;0.0099;0;0.0006;0;0;0.0001;0.0007;0;0.0005;0.0036;0.0042;0.0002;0.0006;0.0013;0;0;0.0006;0;0.0017;0;0.0001;0.0018;0.0001;0.0086;0;0;0;0.0001;0.0024;0;0;0.0005;0;0;0;0;0;0.0008;0;0;0.0003;0.0002;0.0004;0.0006;0.0002;0.0004;0;0;0;0;0.0001;0;0;0.0024;0;0;0;0;0.0004;0;0;0.0001;0;0.0002;0.0005;0;0;0;0;0.0001;0;0;0.0003;0;0;0;0.0002;0;0.001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus;Candidatus Zinderia;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0.0016;0;0.0005;0;0;0;0.0019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0054;0;0.003;0.0395;0.0154;0;0;0;0;0;0;0;0;0;0;0;0;0.1648;0;0;0;0;0;0;0;0.0055;0;0.0144;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0049;0;0;0;0;0;0.0025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas arenae;0;0;0;0;0;0;0;0;0;0;0.0024;0.0001;0;0;0.0014;0;0;0;0;0.0005;0;0.0001;0;0;0.0001;0;0.0001;0;0;0.0001;0;0;0.0002;0.0001;0.0031;0;0;0.0002;0.0002;0.0003;0;0;0;0;0;0;0.002;0.0001;0.0006;0.0002;0.0066;0.0002;0.0005;0;0;0;0.0002;0;0.0001;0;0;0.0003;0;0.0046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0.0002;0;0;0.0001;0;0.0007;0;0;0.0002;0;0;0;0;0;0;0;0.0018;0;0;0;0;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas fungivorans;0;0;0;0.0001;0.0008;0;0;0;0;0;0.0011;0.0001;0;0;0.0003;0;0;0;0;0;0;0.0001;0;0;0;0.0011;0.0001;0;0;0;0;0;0;0.0001;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0.0031;0.0002;0.0004;0;0;0;0.0002;0;0;0.0001;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0.0022;0;0;0.0002;0;0;0;0;0.0001;0;0;0;0;0;0;0.0007;0;0;0;0;0.0001;0;0;0.0001;0.0008;0;0;0.0001;0;0;0;0;0;0;0;0.0001;0;0;0.0001;0;0;0;0;0.0001;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas pratensis;0;0;0;0;0.0002;0;0;0.0001;0;0.0001;0.0001;0.0004;0;0;0.0034;0;0;0.0009;0;0.0021;0;0.0001;0;0.0001;0;0.0003;0;0.0001;0.0001;0;0;0;0.0002;0.0002;0.0003;0;0.0004;0.0009;0.0005;0.0001;0.0043;0;0;0.0183;0;0;0.0014;0.0015;0.0009;0.0002;0.0017;0.0009;0.0021;0.0001;0;0;0.0015;0;0.0002;0;0.0004;0;0;0;0;0;0;0;0.0031;0;0;0.0008;0;0.0037;0.0098;0;0;0;0.0001;0;0;0;0;0.0003;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0.0009;0.0007;0;0.0006;0.0004;0.0001;0;0;0;0;0;0;0;0;0.0007;0;0;0;0.0025;0;0.0002;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
