Domain;Phylum;Class;Order;Family;Genus;Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF01s2;MCF01s3;MCF01s4;MCF01s5;MCF01s6;MCF01s7;MCF02s1;MCF02s2;MCF02s3;MCF02s4;MCF03s1;MCF03s2;MCF04s1;MCF04s2;MCF05s1;MCF05s2;MCF06s1;MCF06s2;MCF06s3;MCF06s4;MCF07s1;MCF07s2;MCF07s3;MCF08s1;MCF08s2;MCF08s3;MCF09s1;MCF09s2;MCF09s3;MCF10s1;MCF10s2;MCF11s1;MCF11s2;MCF11s3;MCF12s1;MCF12s2;MCF12s3;MCF13s1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;Gemella sp;0.2966;0.0203;0.1427;0.0846;1.7107;0.6515;6.7568;0.4438;0.0005;0.0011;1.0026;0.061;0.0004;0.0021;0.0597;0.0047;0.0093;0.0855;0.0921;1.5912;0.1387;0.0074;0.0461;0.0397;0.0937;1.1356;0.5082;0.0554;0.0214;0.0563;0.0222;0.0118;8.4073;0.152;0.7794;0.2128;0.1528;0.5767;1.4919;0.7237;4.7388;0.0098;0.8381;18.0058;3.5577;0.2204;0.8397;1.2286;0.4017;2.1998;3.2181;1.5253;1.2318;0.5118;0.0446;1.1908;1.474;0.165;0.4325;1.3331;0.8126;0.5307;0.0199;6.5651;1.615;0.1981;0.2723;0.2039;4.2829;0.1755;0.013;1.3243;0.0045;3.0605;9.9435;0.3262;0.2136;0.1867;0.0964;0.1437;0.5732;0.0054;0.004;0.0156;0.0271;0.0607;0.5963;0.0998;0.0155;0.0171;0.1717;0.0393;0;0.3424;0.0514;0.0016;0.9152;0.0186;0.0716;0.6028;0.0218;0.3517;0.1948;0.2221;1.3566;0.0006;0.0352;0.0014;0.0212;0.0459;0.0142;0.0064;0.3808;0.061;0.0247;0.0279;1.0814;0.0093;1.1178;0.3349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Ferriphaselus;Ferriphaselus amnicola;0;0;0;0.0001;0;0;0;0;0;0.0001;0.0023;0.0006;0;0;0.0039;0;0;0.0001;0;0.0004;0.0007;0.0004;0;0;0;0.0027;0;0.001;0;0.0003;0;0;0.0009;0.0017;0.0007;0;0;0.0003;0.001;0.0009;0;0;0;0.0257;0;0.0002;0.0021;0.0012;0.0021;0.0005;0.0147;0.0005;0.0042;0.0002;0.0001;0;0.0024;0;0.0005;0;0;0;0;0.0285;0.0012;0;0;0.0002;0.0022;0;0;0.0038;0;0.0033;0.0535;0.0003;0;0;0.0002;0;0.0006;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0.0004;0;0;0;0.0011;0.0004;0;0.0028;0.0007;0;0.0025;0;0;0;0;0;0;0;0.0017;0;0;0;0.0008;0;0.0002;0.0002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Gallionella;Gallionella capsiferriformans;0;0;0;0;0.0004;0.0002;0;0.0019;0;0;0;0.0005;0;0;0.0078;0;0;0.0012;0;0.0164;0;0.0002;0.0001;0.0001;0;0;0.0005;0.0001;0;0.0005;0.0002;0;0.0004;0;0.0003;0;0;0.0003;0.0097;0;0.0039;0;0.0031;0;0.0116;0;0.0043;0.0035;0.0006;0.0009;0.0046;0.0027;0.0034;0;0;0;0.0001;0;0.0002;0.0002;0;0;0;0.0027;0.0006;0;0.0009;0;0;0.0056;0;0.0011;0;0.0143;0.0106;0;0.0003;0.0002;0.0001;0;0.0007;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0002;0;0;0;0;0.0001;0.0016;0;0.0007;0;0;0.0009;0;0;0.0001;0;0;0;0;0.0002;0;0;0.0001;0.0004;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans;Sideroxydans lithotrophicus;0;0.0001;0;0;0;0;0;0;0;0.0001;0.0029;0.0008;0;0;0.003;0;0;0.0003;0;0;0.0012;0.0006;0;0.0001;0.0003;0.0008;0.0002;0;0;0;0;0.0001;0;0.0008;0.0095;0;0;0;0.0051;0;0.0289;0;0;0.1046;0;0.0001;0.0064;0.0003;0.0012;0;0.0101;0.0004;0.0079;0.0002;0;0;0.0014;0.0001;0.0005;0;0;0.0015;0;0.0086;0;0;0;0;0.0099;0;0;0;0;0;0.0149;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0.0001;0.0006;0;0.0002;0;0;0.0006;0.0001;0;0;0.0003;0;0.0001;0.0002;0;0;0;0;0;0;0;0;0;0;0.0029;0.0003;0.0001;0;0.0015;0.0001;0.0015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sulfuricella;Sulfuricella denitrificans;0;0;0;0;0;0.0002;0;0;0.0003;0;0.0005;0;0;0;0.0025;0;0;0;0;0.0003;0;0.0001;0;0.0002;0;0.0003;0.0002;0;0;0;0;0;0.0004;0.0001;0.0015;0;0;0.0009;0.0018;0;0.1622;0;0;0.2453;0.0235;0;0.0007;0;0.001;0.0018;0.001;0.0002;0.0009;0.0004;0.0001;0;0.0028;0;0.0001;0;0.0007;0;0;0.0082;0;0;0;0.0002;0.0057;0;0;0.0004;0;0.0029;0.0107;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0.0003;0.0001;0.0001;0;0;0;0;0;0;0;0.0005;0;0.0001;0.0004;0;0.0013;0;0.0001;0;0;0;0;0;0.0005;0;0;0;0;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sulfuriferula;Sulfuriferula sp;0;0;0;0.0001;0.0005;0;0;0;0;0;0;0.0001;0;0;0.0027;0;0;0.0005;0;0;0;0;0;0;0;0.0003;0;0.0001;0.0001;0;0;0;0;0.0007;0;0;0;0.0003;0;0;0.2325;0;0;0;0;0;0;0;0.0002;0.0014;0.0011;0.0002;0.0013;0;0;0;0;0;0.0004;0;0;0;0;0.003;0;0;0;0;0.0021;0;0;0.0008;0;0.0021;0;0;0;0;0;0;0;0;0;0.0003;0.0003;0.0001;0;0;0;0.0013;0;0;0;0;0.0001;0;0;0;0.0003;0.0027;0;0;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0.0016;0;0.0002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium hwasookii;0;0.0063;0.0241;0.083;0.1125;0.4238;0.1924;0.3753;0.0008;0.0216;5.6871;0.0828;0.0001;0.0077;0.054;0.0085;0.0063;0.3699;0.0034;0.3029;0.2335;0.0008;0.0229;0.5155;0.7757;1.8527;0.0316;0.086;0.073;0.4778;0.0741;0.0075;0.1344;0.3264;3.7939;0.0004;0.0341;0.0684;1.4875;0.6217;15.7862;0.0215;0.2812;14.6675;0.1291;0.2463;4.2726;1.1663;0.2058;3.5746;12.4417;2.7124;1.0542;1.2487;0.4837;0.0038;0.1721;0.027;1.0829;0.0145;0.0127;0.8064;0.0655;11.8018;0.0547;0.0013;0.0091;0.0408;1.9293;0.0329;0;1.4311;0.3045;5.8304;2.0149;0.0032;0.0196;0.012;0.0033;0.001;0.7512;0.0015;0.0208;0.0013;0.0235;0.0052;0.0012;0;0.0001;0;0.4437;0.1835;0;0.4566;0.7485;0.0225;0.5842;0.0992;0.0143;0.3946;0.0317;0.1901;0.0052;0.0631;1.3405;0;0.0004;0.0004;0.0216;0.0443;0.0445;0.0012;0.0828;0.2806;0.1027;0.0693;1.4225;0.0274;0.9461;0.0014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum;0.2414;0.0746;0.0058;0.0312;0.037;0.2795;0.2414;0.244;0;0.0274;1.0853;0.0288;0;0.0046;0.0097;0.0051;0.0099;0.1549;0.0487;0.1109;0.1038;0.0013;0.012;0.1571;0.262;0.6246;0.1063;0.0518;0.1323;0.1583;0.0263;0.0032;0.0275;0.1856;0.9355;0.0002;0.0092;0.0189;0.5094;0.2678;6.7562;0.0239;0.0817;6.4842;0.0762;0.1369;1.5987;0.4466;0.0869;1.6059;3.7814;0.7435;0.3156;0.4551;0.699;0.0011;0.0825;0.0278;0.5243;0.0023;0.0292;0.5819;0.0152;3.7029;0.0162;0.003;0.0013;1.113;0.5337;0.0041;0;0.4805;0.0727;0.7689;0.6118;0.0035;0.0038;0.0033;0.0018;0.0008;0.3015;0.0015;0.0101;0;0.0117;0.0017;0.0007;0.0003;0;0;0.3211;0.1439;0;0.2237;0.3659;0.0148;0.1907;0.1161;0.0073;0.1606;0.0839;0.0767;0.0015;0.0179;0.3622;0;0;0.0003;0.0123;0.0086;0.0139;0.0005;0.0314;0.1345;0.0337;0.0265;0.7544;0.098;0.2599;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum;0;0.0384;0.9432;3.9108;1.0224;16.6199;0.4987;9.0637;0.0269;0.031;172.2003;2.8404;0;0.0017;0.4676;0.003;0.0007;19.1241;0.0183;7.7087;0.8224;0.0014;0.0656;1.2225;0.1371;71.0952;0.0418;4.4011;1.7873;17.7137;0.5633;0.2102;2.9417;9.0696;132.4683;0.0013;0.6265;0.0349;66.8032;14.9683;666.8264;0.0203;0.2603;947.9003;1.1266;8.4697;201.4859;48.4683;4.8733;148.8588;506.8825;113.3441;47.0974;33.5271;1.1116;0.0218;3.9205;0.8603;32.6306;0.0606;0.195;18.9155;0.0572;466.5454;0.0323;0.0521;0.0012;0.0205;43.0569;0.008;0;78.9869;0.0175;167.4552;84.1;0.0038;0.0074;0.0174;0.0445;0.0011;0.3689;0.0057;0.0705;0.0004;0.0481;0.0058;0.0091;0.001;0;0.0003;12.3246;6.9605;0;28.9362;2.5935;0.4355;16.9549;1.0707;0.3814;13.9907;0.6732;9.635;0.087;0.2033;51.3769;0;0.0046;0.0008;0.054;0.105;0.517;0.0052;5.1468;6.2623;3.2883;2.201;60.3962;0.0165;31.1506;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium varium;0;0.0002;0.0006;0.0005;0.0046;0.0051;0;0.0162;0;0;0.0303;0.0008;0;0;0.014;0.0001;0.0001;0.0046;0;0.0085;0.0014;0.0021;0.0006;0.001;0.0005;0.0115;0.0036;0.0012;0.0006;0.003;0.0019;0.0001;0.0116;0.0063;0.0275;0.0006;0.0011;0.0076;0.0148;0.0071;0.1749;0.0009;0.0212;0.2553;0.0279;0.0031;0.0394;0.021;0.0083;0.0395;0.0889;0.0233;0.0127;0.0103;0.0009;0;0.0038;0.0011;0.0111;0.0014;0.0048;0.0819;0.0002;0.1582;0.0044;0.0057;0.0014;0.002;0.0896;0;0;0.0269;0.0002;0.0391;0.0846;0.0011;0.0009;0.0016;0.0004;0;0.0234;0;0;0;0.0018;0.0001;0.0004;0;0;0.0016;0.0172;0.0008;0;0.0102;0.0011;0.0002;0.0059;0.0002;0.0002;0.0038;0.0001;0.0025;0.0002;0.0023;0.0125;0;0.0001;0.0001;0.0007;0.0006;0.0006;0.0004;0.0022;0.0092;0.0006;0.001;0.0698;0.0001;0.0168;0.0003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Ilyobacter;Ilyobacter polytropus;0;0.0001;0.0002;0.0003;0.0079;0.0014;0;0.0072;0;0;0.0085;0.0007;0;0;0.0014;0;0;0.002;0;0.0005;0;0.0002;0.0002;0.0002;0.0002;0.0048;0.0029;0.0002;0.0009;0.0028;0.0003;0;0.0012;0.0079;0.0041;0;0;0.0022;0.0096;0.0023;0.1211;0.0002;0.0095;0.0682;0;0.0023;0.011;0.0108;0.0148;0.0168;0.0204;0.0093;0.0047;0.0065;0.0001;0.0011;0.0042;0.0009;0.0053;0.0008;0;0.1557;0.0001;0.1344;0.0007;0;0;0.0026;0.0926;0;0;0.0151;0;0.0088;0.0164;0.0017;0.0009;0.0019;0.0006;0.0004;0.0122;0;0.0005;0.0035;0.0009;0.0048;0;0;0;0;0.0043;0.0001;0;0.0071;0.0002;0;0.0017;0;0.0004;0.0011;0;0;0;0.0012;0.0099;0;0;0;0.0012;0.001;0.0005;0.0001;0;0.0023;0.0002;0.0004;0.0294;0.0002;0.006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Streptobacillus;Streptobacillus moniliformis;0;0.0041;0.0028;0.0039;0.0294;0.0664;0.0351;0.3698;0;0.0006;0.1956;0.0051;0.0001;0.0001;0.0186;0;0.0009;0.0125;0.0065;0.1469;0.0108;0.001;0.0227;0.006;0.0099;0.0896;0.0646;0.0048;0.0029;0.0147;0.0219;0.0019;0.0712;0.0326;0.0728;0.0012;0.0027;0.1807;0.147;0.0458;2.1011;0.0018;0.2002;0.4828;0.0664;0.0137;0.1432;0.1128;0.0768;0.3849;0.377;0.3403;0.0744;0.0355;0.0078;0.0222;0.0838;0.0202;0.1012;0.0135;0.0217;0.6166;0.0009;0.9097;0.0151;0.0019;0.0083;0.0262;0.6981;0.0053;0.0005;1.5746;0.0003;0.3141;0.6455;0.0854;0.0104;0.0204;0.0109;0.003;0.4252;0.0008;0.0007;0.0005;0.0343;0.003;0.0078;0.0013;0.0002;0.0004;0.1982;0.001;0;0.1229;0.013;0.0006;0.0124;0.0007;0.0016;0.0129;0.0008;0.0096;0.0054;0.1127;0.4051;0;0.0001;0.0002;0.0077;0.0142;0.0097;0.0004;0.025;0.0258;0.0102;0.0087;1.8833;0.01;0.4269;0.0075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;Frankia alni;0;0;0;0.0001;0.0001;0.0004;0;0.0006;0;0;0.0014;0.0001;0;0;0.0012;0;0;0;0;0.0007;0;0;0;0;0;0.0023;0;0.0003;0;0.0002;0.0001;0;0;0.0003;0.0021;0;0;0.0006;0.0097;0.002;0.0776;0;0.0095;0.0279;0;0;0.003;0.0008;0.0039;0.0022;0.0124;0.0019;0.0017;0.0003;0.0001;0.0022;0.0009;0;0.0015;0.001;0.0001;0.004;0;0.0504;0;0.0013;0.0018;0;0.0419;0.0024;0;0.0015;0;0.0008;0.0507;0;0;0.0007;0;0;0.0006;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.0003;0;0;0.0003;0;0;0;0;0.0022;0;0.0001;0.0001;0;0;0;0;0.0016;0.0002;0;0;0.0003;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;Frankia casuarinae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0.0011;0;0.0002;0;0;0;0;0;0.0001;0;0.0001;0;0.0002;0;0;0;0;0.0002;0;0;0.0059;0;0.0013;0.0137;0;0;0;0.0136;0.0002;0.001;0;0.0013;0.0008;0.0006;0.0005;0.0008;0.0008;0.0001;0;0.0003;0;0.0003;0.0004;0;0.0017;0.0001;0.0127;0;0.0053;0.0005;0.0004;0.0251;0;0;0.0002;0;0.0006;0.0411;0;0;0.0017;0;0.0003;0.0006;0;0;0.0001;0;0;0;0;0;0.0001;0.0002;0;0;0;0;0.0001;0.0009;0;0;0;0;0;0.0004;0;0;0;0;0;0;0.0001;0;0;0.0019;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;Frankia inefficax;0;0;0;0;0;0;0;0;0;0;0.0051;0;0;0;0.0002;0;0;0;0;0.0006;0.0004;0;0;0;0;0;0;0.0002;0;0;0;0;0;0.0002;0.0003;0;0;0.0007;0.0003;0.0007;0.0014;0;0.011;0.0911;0;0;0.0001;0.0005;0.0017;0.0002;0.0009;0.0001;0.0009;0.0002;0;0.0003;0.0001;0;0.0002;0.0011;0;0;0;0.0019;0;0.0022;0.0013;0.0001;0.0027;0;0;0.0005;0;0.0005;0.0495;0.0001;0;0.0003;0;0;0.0001;0;0;0.0008;0.0003;0.0001;0.0002;0;0;0.0002;0;0;0;0;0;0;0.0001;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.0008;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;Frankia sp;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0.0005;0;0;0.0001;0;0.0001;0;0;0;0;0;0.0005;0;0;0;0.0001;0;0;0;0.0001;0;0;0;0.0001;0.0011;0.0003;0.0055;0;0.0158;0.0427;0;0;0.0004;0.0001;0.0019;0;0.0009;0.0003;0.0006;0.0004;0;0.0005;0.0002;0;0.0004;0.0005;0;0;0;0.0096;0.0001;0;0.0003;0.0001;0.0033;0;0;0.0001;0;0.0003;0.0012;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0;0;0;0.0001;0;0.0001;0;0;0;0;0.0005;0;0;0.0001;0;0.0001;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;Frankia symbiont;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0002;0;0;0;0;0.0006;0;0;0.0212;0;0.0588;0;0;0.0001;0.0007;0;0.0006;0.0001;0.0004;0;0;0.0017;0;0;0.0001;0.0006;0.0001;0;0;0.0048;0;0.0066;0;0.0004;0;0.0017;0;0;0;0.0003;0;0;0.0003;0.0013;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0.0003;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0.0001;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella;Allofrancisella guangzhouensis;0;0;0;0;0.0004;0.0024;0;0.0012;0;0;0.0071;0.0001;0;0;0;0;0.0002;0.0023;0;0.0012;0;0;0.0002;0.0001;0;0.0015;0.0015;0;0.0002;0;0;0;0.0061;0.002;0;0;0;0;0.0067;0.0024;0.0523;0;0.0039;0;0;0.0003;0.0027;0.0019;0.0034;0.0141;0.0068;0.0015;0.0012;0.0005;0.0002;0;0.0016;0;0.0047;0;0.0024;0.0137;0;0.0104;0;0;0;0.0004;0.0036;0;0;0;0;0.0009;0;0.0005;0;0;0;0;0;0;0.0001;0.0005;0.0033;0.0003;0;0;0;0;0.0003;0.0001;0;0.0033;0;0.0001;0;0;0;0.0017;0;0.0004;0;0;0.0008;0;0;0;0.0006;0.0013;0;0;0;0.0002;0;0;0.002;0;0.0012;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella cf;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0034;0;0;0;0.0004;0;0;0;0;0;0;0;0;0.0015;0;0.0065;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0.0012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella halioticida;0;0;0.0005;0;0.0013;0;0.0265;0.0003;0;0;0.0011;0;0;0;0.0003;0;0;0;0;0.0005;0.0008;0;0;0;0;0.0011;0;0;0.0002;0.0002;0;0;0.0046;0;0;0.0002;0;0;0.0006;0;0.0113;0;0;0.0159;0;0;0;0.0011;0;0;0.0015;0.0003;0;0.0006;0.0001;0;0.0006;0;0;0;0;0.0014;0;0.0039;0.0003;0;0.0013;0;0.0108;0;0;0.001;0;0.0041;0;0.0004;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0.0002;0;0;0.0002;0;0;0;0;0;0;0;0.0002;0;0.0002;0.0037;0;0.0002;0;0;0.0002;0;0.0001;0;0.0002;0;0.0002;0.0046;0;0.0012;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella hispaniensis;0;0;0;0;0.0011;0;0;0.0004;0;0;0.0012;0;0;0;0.0004;0;0;0;0;0.0005;0;0.0002;0;0;0;0.0004;0.0008;0;0;0;0.0003;0;0;0;0;0;0;0;0.0022;0.0004;0.0129;0;0.0017;0.0182;0.0096;0;0.0006;0.0004;0.0003;0;0.0042;0;0.0018;0.0011;0.0001;0;0.0007;0;0.0002;0.0003;0;0;0.0001;0.0089;0.0067;0;0;0;0.0031;0;0;0.0018;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0.0007;0;0;0;0;0.0008;0;0.0014;0.0001;0;0;0;0.0002;0.0003;0;0.0002;0;0;0.0035;0;0;0;0.0002;0.0002;0;0;0.0005;0.0004;0.0002;0;0.0017;0;0.0011;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
